Zip_Code,County,City,Place,Type,Area_Code,ALand,AWater,Lat,Lon,Mean,Median,Stdev
93286,Alameda County,Woodlake,Alameda city,Track,559,40180183,1463951,36.3946939,-119.0868717,68572,68507,52715
93235,Alameda County,Ivanhoe,Alameda city,Track,559,152607111,31759,36.4202175,-119.2108517,37270,31094,22590
93291,Alameda County,Visalia,Alameda city,Track,559,34601269,39512,36.3512901,-119.3547493,37002,25640,26322
93278,Alameda County,Visalia,Alameda city,Track,559,4309131,0,36.3331501,-119.3323721,64216,41899,57042
93221,Alameda County,Exeter,Alameda city,Track,559,12859008,0,36.285001,-119.1467114,79757,65645,62995
93277,Alameda County,Visalia,Alameda city,Track,559,2236856,0,36.3029669,-119.2990913,100208,87021,62522
93279,Alameda County,Visalia,Alameda city,Track,559,1294570,0,36.3236766,-119.3406616,49211,300000,35808
93267,Alameda County,Strathmore,Alameda city,Track,559,148700088,62874,36.1328505,-119.1119527,79255,51332,71180
93219,Alameda County,Earlimart,Alameda city,Track,661,610964660,295053,35.8580543,-119.3058575,37464,27873,31256
93218,Alameda County,Ducor,Alameda city,Track,559,343624661,0,35.8807556,-118.9866017,31274,27222,20176
95379,Alameda County,Tuolumne,Alameda city,Track,209,881801275,12144582,38.2149739,-120.1895292,79388,69408,63708
95370,Alameda County,Sonora,Alameda city,Track,209,49016990,341371,38.0191545,-120.2986345,78258,65336,56792
93023,Alameda County,Ojai,Alameda city,Track,805,2379828635,8141700,34.6431476,-119.1348137,59820,39221,58722
93016,Alameda County,Fillmore,Alameda city,Track,805,44850865,28869,34.411561,-118.9627618,66371,46924,58945
93060,Alameda County,Santa Paula,Alameda city,Track,805,1913918,0,34.3535231,-119.0606093,61559,31303,74172
93022,Alameda County,Oak View,Alameda city,Track,805,44530074,8674821,34.4088418,-119.3376195,56043,38002,43718
93004,Alameda County,Ventura,Alameda city,Track,805,6640907,3104,34.2996993,-119.1600923,69184,300000,50205
93003,Alameda County,Ventura,Alameda city,Track,805,2068671,1388,34.268934,-119.2022525,59386,52636,42316
93001,Alameda County,Ventura,Alameda city,Track,805,3758661,16248,34.2906641,-119.2996148,53899,45353,41086
93030,Alameda County,Oxnard,Alameda city,Track,805,4216047,176672,34.2260796,-119.2067181,122773,300000,65326
93036,Alameda County,Oxnard,Alameda city,Track,805,3951422,0,34.2173083,-119.1684374,87308,73650,60732
93033,Alameda County,Oxnard,Alameda city,Track,805,1121235,0,34.1676376,-119.1819133,66776,63336,31704
93041,Alameda County,Port Hueneme,Alameda city,Track,805,6775200,632604,34.1621779,-119.2067537,53374,50358,41565
93010,Alameda County,Camarillo,Alameda city,Track,805,2726283,0,34.2409148,-119.0425597,111631,98525,64861
93012,Alameda County,Camarillo,Alameda city,Track,805,3266019,0,34.2200185,-118.9908667,69044,59958,53603
94560,Alameda County,Newark,Alameda city,Track,510,2069720,0,37.5425433,-122.045728,95368,87517,59611
91320,Alameda County,Newbury Park,Alameda city,Track,805,3899865,0,34.1687001,-118.9463969,82367,61183,57573
91381,Alameda County,Stevenson Ranch,Alameda city,Track,661,10694109,0,34.1984588,-118.9295517,168396,300000,73465
91362,Alameda County,Thousand Oaks,Alameda city,Track,805,1585397,0,34.2216307,-118.8779656,120366,116686,66697
91360,Alameda County,Thousand Oaks,Alameda city,Track,805,2713957,0,34.2106411,-118.876471,125884,300000,66825
91377,Alameda County,Oak Park,Alameda city,Track,818,17380661,0,34.1828499,-118.8055895,137752,139099,87484
93065,Alameda County,Simi Valley,Alameda city,Track,805,1543250,27798,34.259723,-118.7804557,113504,104198,60656
93021,Alameda County,Moorpark,Alameda city,Track,805,2286566,0,34.2815484,-118.8899164,69848,63550,40849
93063,Alameda County,Simi Valley,Alameda city,Track,805,1389910,7929,34.2776642,-118.7274118,95468,80529,58948
95605,Alameda County,West Sacramento,Alameda city,Track,916,3228435,247357,38.5922085,-121.5170147,90256,300000,84530
95691,Alameda County,West Sacramento,Alameda city,Track,916,10247745,756079,38.56077,-121.5694652,33897,300000,20352
95616,Alameda County,Davis,Alameda city,Track,530,4633048,0,38.5764495,-121.7588856,73944,62396,62568
95695,Alameda County,Woodland,Alameda city,Track,530,1951306,0,38.6884255,-121.7885472,43392,31596,35215
95694,Alameda County,Winters,Alameda city,Track,530,290146756,462322,38.5786038,-122.0245787,76882,47925,77836
95627,Alameda County,Esparto,Alameda city,Track,530,833256543,2152367,38.830465,-122.1269068,83250,66708,61232
95901,Alameda County,Marysville,Alameda city,Track,530,4235346,25602,39.158116,-121.5739716,52172,21677,48990
95961,Alameda County,Olivehurst,Alameda city,Track,530,18222382,361813,39.0999148,-121.5826165,41222,28227,39353
95903,Alameda County,Beale Afb,Alameda city,Track,530,101944651,240059,39.1253115,-121.3922825,32499,300000,1826
95925,Alameda County,Challenge,Alameda city,Track,530,559316440,17080393,39.4522438,-121.1826541,40214,28155,33449
90254,Alameda County,Hermosa Beach,Alameda city,Track,310,1050402,608120,33.8575404,-118.3992831,132479,117114,79729
94566,Alameda County,Pleasanton,Alameda city,Track,925,4826716,0,37.657232,-121.8874736,101612,84514,79600
90404,Alameda County,Santa Monica,Alameda city,Track,310,660538,0,34.0350094,-118.4754273,103358,94342,70300
93532,Alameda County,Lake Hughes,Alameda city,Track,661,22657357,422408,34.6789981,-118.3864277,71766,58354,52970
94550,Alameda County,Livermore,Alameda city,Track,925,2674110,0,37.6849518,-121.7489971,88461,80464,60139
94947,Alameda County,Novato,Alameda city,Track,415,2102398,43053,38.0878849,-122.5583773,75733,63399,55785
95311,Alameda County,Coulterville,Alameda city,Track,209,745934896,13671097,37.6729487,-120.1089266,63827,47871,47421
95926,Alameda County,Chico,Alameda city,Track,530,6244233,0,39.7558816,-121.8785043,84979,73616,59231
94574,Alameda County,St. Helena,Alameda city,Track,707,6566848,97349,38.5082184,-122.4787754,107845,98374,75612
95928,Alameda County,Chico,Alameda city,Track,530,4363875,81917,39.7457516,-121.7956007,90507,79537,60431
94611,Alameda County,Oakland,Alameda city,Track,510,230172,0,37.8260219,-122.2510667,85552,62784,75651
95954,Alameda County,Magalia,Alameda city,Track,530,325482537,3681154,39.960108,-121.5013525,50400,44136,40514
92629,Alameda County,Dana Point,Alameda city,Track,949,1101007,0,33.4800988,-117.6965584,99085,86530,65966
92660,Alameda County,Newport Beach,Alameda city,Track,858,11653249,145012,33.6691905,-117.8609131,94533,86169,71003
95948,Alameda County,Gridley,Alameda city,Track,530,29807297,0,39.3792483,-121.7370059,70597,58009,59665
95248,Alameda County,Rail Road Flat,Alameda city,Track,209,463875178,840311,38.3647246,-120.449,47840,34282,39589
94561,Alameda County,Oakley,Alameda city,Track,925,3569410,0,37.9993161,-121.732928,66734,52572,50623
95736,Alameda County,Weimar,Alameda city,Track,530,65348553,5921,39.0569709,-120.9537177,76672,64910,54292
94509,Alameda County,Antioch,Alameda city,Track,925,1792594,0,38.0053331,-121.7994409,56173,46364,45791
92567,Alameda County,Nuevo,Alameda city,Track,951,36628030,118271,33.826142,-117.0844666,75568,71177,46780
92270,Alameda County,Rancho Mirage,Alameda city,Track,760,23058419,383374,33.7425095,-116.4468886,75123,49530,69803
94602,Alameda County,Oakland,Alameda city,Track,510,800378,0,37.8120851,-122.2190899,120513,112224,83191
92581,Alameda County,San Jacinto,Alameda city,Track,951,39399279,822799,33.7741421,-116.880664,76493,62625,60577
94523,Alameda County,Pleasant Hill,Alameda city,Track,925,2008436,0,37.9514803,-122.0605997,86662,71177,61994
94521,Alameda County,Concord,Alameda city,Track,925,1955676,0,37.9598407,-121.9580852,95624,87928,60703
95842,Alameda County,Sacramento,Alameda city,Track,916,1188886,0,38.6811015,-121.3538791,56777,50638,40070
95043,Alameda County,Paicines,Alameda city,Track,831,2987635843,3274358,36.5800916,-121.0009504,87929,72517,65937
94598,Alameda County,Walnut Creek,Alameda city,Track,925,6750243,0,37.9067555,-122.0145836,144189,148636,81549
94583,Alameda County,San Ramon,Alameda city,Track,925,1766192,0,37.7449859,-121.9480394,125026,300000,67685
94549,Alameda County,Lafayette,Alameda city,Track,925,3586907,0,37.8896913,-122.1040703,118775,108755,86003
92284,Alameda County,Yucca Valley,Alameda city,Track,760,54020373,0,34.1517898,-116.4313005,45030,31620,40694
92339,Alameda County,Forest Falls,Alameda city,Track,909,672755791,645182,34.1438202,-116.8683764,75910,51968,69604
94563,Alameda County,Orinda,Alameda city,Track,925,13725520,0,37.8566708,-122.1812338,157463,162529,82967
94506,Alameda County,Danville,Alameda city,Track,925,5339429,0,37.8065479,-121.9040691,154342,154994,79948
94525,Alameda County,Crockett,Alameda city,Track,510,15835711,0,38.0244713,-122.2276055,89975,80487,54771
94547,Alameda County,Hercules,Alameda city,Track,510,3417079,0,37.9995137,-122.265433,118272,300000,66591
94806,Alameda County,San Pablo,Alameda city,Track,510,1017166,0,37.9761393,-122.345945,61919,55193,43982
94804,Alameda County,Richmond,Alameda city,Track,510,1555877,0,37.9485162,-122.3399466,60355,47201,42030
94530,Alameda County,El Cerrito,Alameda city,Track,510,1008380,0,37.9139391,-122.2934783,118857,111900,69705
95331,Alameda County,Crescent City,Alameda city,Track,707,34598947,45326746,41.7804545,-124.2396505,58992,53293,43872
95213,Alameda County,Stockton,Alameda city,Track,209,1341993,0,38.0063695,-121.3236839,42909,30573,42152
95237,Alameda County,Lockeford,Alameda city,Track,209,168482875,7714866,38.228354,-121.0980636,89853,74649,64869
95118,Alameda County,San Jose,Alameda city,Track,408,1289914,0,37.2565073,-121.8874617,94088,84336,66373
95133,Alameda County,San Jose,Alameda city,Track,408,1511859,0,37.3759252,-121.8448909,81881,73944,54489
95002,Alameda County,Alviso,Alameda city,Track,408,55849055,8089599,37.4495304,-121.9940964,87293,76559,62990
95446,Alameda County,Guerneville,Alameda city,Track,707,59460008,321777,38.533659,-123.0092064,61728,42655,58596
95953,Alameda County,Live Oak,Alameda city,Track,530,105084682,387595,39.241136,-121.6942945,65852,50374,58937
93670,Alameda County,Yettem,Alameda city,Track,559,57979079,0,36.4957832,-119.259301,40535,31976,38221
93272,Alameda County,Tipton,Alameda city,Track,559,307722355,13713,36.056592,-119.3368879,39623,31194,33621
94601,Alameda County,Oakland,Alameda city,Track,510,511491,0,37.7710407,-122.2067479,51095,40160,39921
95776,Alameda County,Woodland,Alameda city,Track,530,2568989,0,38.6699453,-121.737812,95498,85102,61694
94618,Alameda County,Oakland,Alameda city,Track,510,587450,0,37.8481386,-122.2495968,156951,145498,75999
94609,Alameda County,Oakland,Alameda city,Track,510,590307,0,37.8485412,-122.2647277,83433,79518,50186
94608,Alameda County,Oakland,Alameda city,Track,510,758241,0,37.8207562,-122.2733875,35274,20114,35200
94610,Alameda County,Oakland,Alameda city,Track,510,1256531,0,37.811425,-122.2322365,173677,195953,81176
94619,Alameda County,Oakland,Alameda city,Track,510,912528,0,37.7978944,-122.1949575,142270,144163,64428
94605,Alameda County,Oakland,Alameda city,Track,510,8935571,0,37.7853987,-122.1572109,97430,90261,58720
94603,Alameda County,Oakland,Alameda city,Track,510,716800,0,37.729083,-122.1778389,53079,43375,39616
94621,Alameda County,Oakland,Alameda city,Track,510,836612,0,37.7504463,-122.1837659,45328,38771,32818
94706,Alameda County,Albany,Alameda city,Track,510,1302786,1111343,37.8906499,-122.3181164,98633,300000,50866
94702,Alameda County,Berkeley,Alameda city,Track,510,675011,0,37.8728828,-122.2878171,71614,46329,58399
94709,Alameda County,Berkeley,Alameda city,Track,510,460335,0,37.877313,-122.2603183,56150,35427,60221
94705,Alameda County,Berkeley,Alameda city,Track,510,523436,0,37.8588898,-122.258719,87835,71873,68499
94502,Alameda County,Alameda,Alameda city,Track,510,4297936,1597302,37.7344929,-122.2414385,99109,89473,70818
94578,Alameda County,San Leandro,Alameda city,Track,510,3869517,0,37.721228,-122.123812,145285,300000,78784
94541,Alameda County,Hayward,Alameda city,Track,510,945534,0,37.6746689,-122.1022655,56184,43657,47321
94545,Alameda County,Hayward,Alameda city,Track,510,870005,0,37.6298655,-122.1002746,86101,300000,45055
93242,Alameda County,Laton,Alameda city,Track,559,130134942,0,36.4550587,-119.7117335,50949,30941,51919
93660,Alameda County,San Joaquin,Alameda city,Track,559,815313721,5549891,36.5557769,-120.234647,36488,29920,31828
94539,Alameda County,Fremont,Alameda city,Track,510,4209171,0,37.5345631,-121.9421705,126224,110138,82111
95988,Alameda County,Willows,Alameda city,Track,530,22881433,163475,39.5223178,-122.2104733,59532,40422,52386
94588,Alameda County,Pleasanton,Alameda city,Track,925,50182580,0,37.6533468,-121.9307805,151325,146243,81096
95927,Alameda County,Chico,Alameda city,Track,530,1716919,0,39.7638565,-121.849496,50847,32615,41724
95973,Alameda County,Chico,Alameda city,Track,530,317296661,7398140,39.7860101,-121.9334044,125693,300000,78110
95969,Alameda County,Paradise,Alameda city,Track,530,12104622,3274,39.7817769,-121.6098624,80503,59063,57994
95916,Alameda County,Berry Creek,Alameda city,Track,530,1106587625,45223857,39.6655389,-121.3519555,52817,37075,46973
95560,Alameda County,Redway,Alameda city,Track,707,883948626,9150446,40.1578711,-123.9644524,50177,39231,42417
95968,Alameda County,Palermo,Alameda city,Track,530,39386031,37114,39.429744,-121.5309393,44454,38540,33736
95252,Alameda County,Valley Springs,Alameda city,Track,209,245142633,20534142,38.1937624,-120.8759284,93225,89426,59167
95987,Alameda County,Williams,Alameda city,Track,530,952735904,195376,39.1051265,-122.2830028,110458,300000,80342
95970,Alameda County,Princeton,Alameda city,Track,530,170218426,4285286,39.3131684,-121.9711945,64022,43535,52400
94514,Alameda County,Byron,Alameda city,Track,925,85965771,9652782,37.8582825,-121.6219157,86367,72794,60083
94519,Alameda County,Concord,Alameda city,Track,925,2819834,0,37.9762383,-122.01218,68231,300000,52766
94518,Alameda County,Concord,Alameda city,Track,925,4373700,0,37.9402165,-122.0080941,173040,300000,76314
94597,Alameda County,Walnut Creek,Alameda city,Track,925,2608154,15822,37.9190883,-122.0467663,128326,126675,61370
94526,Alameda County,Danville,Alameda city,Track,925,5685937,0,37.7992823,-121.9650943,165658,300000,81690
94556,Alameda County,Moraga,Alameda city,Track,925,8579177,431202,37.879801,-122.1364828,171929,189167,76402
94572,Alameda County,Rodeo,Alameda city,Track,510,6875373,4058596,38.0481856,-122.2538488,63297,51667,51594
94805,Alameda County,Richmond,Alameda city,Track,510,1316778,0,37.9403079,-122.3299515,84713,79206,48228
